vbat,rd,rs,rg,rvoltmeter,id,vd,vs,vg,temperature,method,chart_name,series_name
9,10.03k,1996,9800,10.2M,106u,7.92,0.210,0,27.0,dc_jig,none,Rd=10k/Rs=2k/Rg=10k
