vbat,rd,rs,rg,rvoltmeter,id,vd,vs,vg,temperature,method,chart_name,series_name
9.00,10.01k,1999,9800,10.2M,95u,8.06,0.186,0,26.0,dc_jig,none,Rd=10k/Rs=2k/Rg=10k
