vbat,rd,rs,rg,rvoltmeter,id,vd,vs,vg,temperature,method,chart_name,series_name
9.00,19.96k,511,9810,10.2M,299u,3.08,0.150,0,25.4,dc_jig,none,Rd=20k/Rs=510/Rg=10k
