vbat,rd,rs,rg,rvoltmeter,id,vd,vs,vg,temperature,method,chart_name,series_name
9.00,9.80k,100,9810,10.2M,379u,5.31,0.037,0,24.8,dc_jig,none,Rd=10k/Rs=100/Rg=10k
