vbat,rd,rs,rg,rvoltmeter,id,vd,vs,vg,temperature,method,chart_name,series_name
-9.00,19960,511,10030,10.2M,-433u,-0.318,-0.220,0,27.0,dc_jig,none,Rd=20k/Rs=510/Rg=10k
