vds,id,vgs,rvoltmeter,temperature,method,score_weight,chart_name,series_name,rd
-0,-0,150m,10M,28.1,vds_id,1.0,chart2,Vds:Id@Vgs=150mV,218
-0.0031,-17e-6
-0.0066,-38e-6
-0.0103,-58e-6
-0.0137,-77e-6
-0.0173,-96e-6
-0.0209,-116e-6
-0.0281,-156e-6
-0.0425,-232e-6
-0.0463,-252e-6
-0.0536,-291e-6
-0.0610,-328e-6
-0.0686,-366e-6
-0.0800,-422e-6
-0.0840,-441e-6
-0.1238,-625e-6
-0.1657,-800e-6
-0.210,-966e-6
-0.257,-1.122e-3
-0.309,-1.267e-3
-0.367,-1.396e-3
-0.499,-1.602e-3
-0.574,-1.676e-3
-0.654,-1.736e-3
-0.738,-1.785e-3
-0.826,-1.825e-3
-0.914,-1.860e-3
-1.004,-1.890e-3
-1.095,-1.915e-3
-1.280,-1.964e-3
-1.373,-1.986e-3
-1.641,-2.05e-3
-1.737,-2.07e-3
-1.832,-2.09e-3
-1.928,-2.10e-3
-2.31,-2.16e-3
-2.51,-2.18e-3
-2.60,-2.20e-3
-3.09,-2.26e-3
-3.38,-2.29e-3
-3.78,-2.33e-3
-4.07,-2.35e-3
-4.46,-2.39e-3
-5.15,-2.45e-3
-5.74,-2.50e-3
-6.24,-2.53e-3
-6.63,-2.56e-3
-7.12,-2.60e-3
-7.32,-2.61e-3
-7.52,-2.63e-3
-8.01,-2.65e-3
-8.70,-2.70e-3
-9.00,-2.71e-3
