vds,id,vgs,rvoltmeter,temperature,method,score_weight,chart_name,series_name,rd
-0,-0,312m,10M,28.1,vds_id,1.0,chart2,Vds:Id@Vgs=312mV,218
-0.005,-21e-6
-0.010,-40e-6
-0.014,-57e-6
-0.018,-73e-6
-0.027,-108e-6
-0.036,-141e-6
-0.041,-158e-6
-0.060,-221e-6
-0.074,-268e-6
-0.094,-328e-6
-0.110,-372e-6
-0.131,-428e-6
-0.166,-505e-6
-0.190,-552e-6
-0.221,-606e-6
-0.255,-654e-6
-0.306,-710e-6
-0.353,-748e-6
-0.386,-770e-6
-0.436,-797e-6
-0.480,-815e-6
-0.524,-832e-6
-0.578,-850e-6
-0.624,-862e-6
-0.726,-887e-6
-0.820,-905e-6
-0.914,-922e-6
-1.009,-937e-6
-1.104,-952e-6
-1.199,-964e-6
-1.488,-999e-6
-1.875,-1.037e-3
-1.971,-1.046e-3
-2.46,-1.087e-3
-2.75,-1.108e-3
-2.94,-1.121e-3
-3.33,-1.148e-3
-3.72,-1.173e-3
-4.22,-1.202e-3
-4.51,-1.218e-3
-4.81,-1.235e-3
-5.30,-1.260e-3
-5.69,-1.281e-3
-6.09,-1.300e-3
-6.48,-1.318e-3
-6.98,-1.343e-3
-7.37,-1.361e-3
-7.96,-1.386e-3
-8.36,-1.404e-3
-8.45,-1.408e-3
-8.65,-1.415e-3
-8.75,-1.420e-3
-9.00,-1.431e-3
