vbat,rd,rs,rg,rvoltmeter,id,vd,vs,vg,temperature,method,chart_name,series_name
9.00,9.81k,1996,9800,10.2M,187u,7.18,0.368,0,25.0,dc_jig,none,Rd=10k/Rs=2k/Rg=10k
